Gene stable ID	Transcript stable ID	Transcript stable ID version	HGNC ID	HGNC symbol	Gene start (bp)	Gene end (bp)	Transcription start site (TSS)	GENCODE basic annotation	APPRIS annotation	RefSeq match transcript	Transcript start (bp)	Transcript end (bp)
ENSG00000183337	ENST00000406200	ENST00000406200.3	HGNC:20893	BCOR	40049815	40177329	40177083				40062955	40177083
ENSG00000183337	ENST00000490976	ENST00000490976.5	HGNC:20893	BCOR	40049815	40177329	40077969				40071906	40077969
ENSG00000183337	ENST00000672922	ENST00000672922.1	HGNC:20893	BCOR	40049815	40177329	40097979				40074683	40097979
ENSG00000183337	ENST00000412952	ENST00000412952.1	HGNC:20893	BCOR	40049815	40177329	40146629				40077844	40146629
ENSG00000183337	ENST00000342274	ENST00000342274.8	HGNC:20893	BCOR	40049815	40177329	40177329	GENCODE basic	alternative2		40051248	40177329
ENSG00000183337	ENST00000615339	ENST00000615339.1	HGNC:20893	BCOR	40049815	40177329	40077957	GENCODE basic			40071944	40077957
ENSG00000236393	ENST00000452690	ENST00000452690.1			40262917	40299061	40262917	GENCODE basic			40262917	40287720
ENSG00000236393	ENST00000447570	ENST00000447570.1			40262917	40299061	40262966				40262966	40267222
ENSG00000236393	ENST00000653973	ENST00000653973.1			40262917	40299061	40263009				40263009	40299061
ENSG00000214045	ENST00000418838	ENST00000418838.1	HGNC:33957	IMPDH1P2	40359183	40360726	40360726	GENCODE basic			40359183	40360726
ENSG00000206677	ENST00000383950	ENST00000383950.2			40492844	40492941	40492844	GENCODE basic			40492844	40492941
ENSG00000235685	ENST00000441098	ENST00000441098.2			40514895	40515508	40514895	GENCODE basic			40514895	40515508
ENSG00000238730	ENST00000459221	ENST00000459221.1	HGNC:45698	RNU7-164P	40535502	40535563	40535563	GENCODE basic			40535502	40535563
ENSG00000182220	ENST00000436783	ENST00000436783.6	HGNC:18305	ATP6AP2	40579372	40606848	40579372				40579372	40597661
ENSG00000182220	ENST00000636580	ENST00000636580.2	HGNC:18305	ATP6AP2	40579372	40606848	40580970	GENCODE basic	principal4	NM_005765.3	40580970	40606848
ENSG00000182220	ENST00000636409	ENST00000636409.1	HGNC:18305	ATP6AP2	40579372	40606848	40580894	GENCODE basic	alternative2		40580894	40606588
ENSG00000182220	ENST00000487051	ENST00000487051.2	HGNC:18305	ATP6AP2	40579372	40606848	40580900				40580900	40592502
ENSG00000182220	ENST00000637327	ENST00000637327.1	HGNC:18305	ATP6AP2	40579372	40606848	40580910	GENCODE basic	alternative2		40580910	40606606
ENSG00000182220	ENST00000637526	ENST00000637526.1	HGNC:18305	ATP6AP2	40579372	40606848	40580937	GENCODE basic	alternative2		40580937	40606466
ENSG00000182220	ENST00000635774	ENST00000635774.1	HGNC:18305	ATP6AP2	40579372	40606848	40580937				40580937	40606539
ENSG00000182220	ENST00000636639	ENST00000636639.1	HGNC:18305	ATP6AP2	40579372	40606848	40580940				40580940	40606618
ENSG00000182220	ENST00000636787	ENST00000636787.1	HGNC:18305	ATP6AP2	40579372	40606848	40580943				40580943	40606598
ENSG00000182220	ENST00000638153	ENST00000638153.1	HGNC:18305	ATP6AP2	40579372	40606848	40580949	GENCODE basic	alternative2		40580949	40605945
ENSG00000182220	ENST00000378438	ENST00000378438.9	HGNC:18305	ATP6AP2	40579372	40606848	40580958	GENCODE basic	alternative2		40580958	40606619
ENSG00000182220	ENST00000636970	ENST00000636970.1	HGNC:18305	ATP6AP2	40579372	40606848	40580960	GENCODE basic	alternative2		40580960	40606010
ENSG00000182220	ENST00000635734	ENST00000635734.1	HGNC:18305	ATP6AP2	40579372	40606848	40580966				40580966	40606588
ENSG00000182220	ENST00000636196	ENST00000636196.1	HGNC:18305	ATP6AP2	40579372	40606848	40580970	GENCODE basic	alternative2		40580970	40606024
ENSG00000182220	ENST00000636251	ENST00000636251.1	HGNC:18305	ATP6AP2	40579372	40606848	40580970	GENCODE basic	alternative2		40580970	40606617
ENSG00000182220	ENST00000637482	ENST00000637482.1	HGNC:18305	ATP6AP2	40579372	40606848	40580970	GENCODE basic	alternative2		40580970	40606619
ENSG00000182220	ENST00000636574	ENST00000636574.1	HGNC:18305	ATP6AP2	40579372	40606848	40580970				40580970	40606635
ENSG00000182220	ENST00000486558	ENST00000486558.6	HGNC:18305	ATP6AP2	40579372	40606848	40580982				40580982	40605594
ENSG00000182220	ENST00000423649	ENST00000423649.2	HGNC:18305	ATP6AP2	40579372	40606848	40580982	GENCODE basic	alternative2		40580982	40605945
ENSG00000182220	ENST00000637954	ENST00000637954.1	HGNC:18305	ATP6AP2	40579372	40606848	40580995				40580995	40592470
ENSG00000182220	ENST00000636287	ENST00000636287.1	HGNC:18305	ATP6AP2	40579372	40606848	40580998	GENCODE basic	alternative2		40580998	40606637
ENSG00000182220	ENST00000447485	ENST00000447485.6	HGNC:18305	ATP6AP2	40579372	40606848	40581036	GENCODE basic			40581036	40605946
ENSG00000182220	ENST00000637955	ENST00000637955.1	HGNC:18305	ATP6AP2	40579372	40606848	40588998				40588998	40605955
ENSG00000182220	ENST00000635829	ENST00000635829.1	HGNC:18305	ATP6AP2	40579372	40606848	40591259				40591259	40606588
ENSG00000182220	ENST00000637614	ENST00000637614.1	HGNC:18305	ATP6AP2	40579372	40606848	40591270				40591270	40605815
ENSG00000182220	ENST00000637930	ENST00000637930.1	HGNC:18305	ATP6AP2	40579372	40606848	40595854				40595854	40599650
ENSG00000182220	ENST00000479120	ENST00000479120.2	HGNC:18305	ATP6AP2	40579372	40606848	40596918				40596918	40598734
ENSG00000182220	ENST00000637140	ENST00000637140.1	HGNC:18305	ATP6AP2	40579372	40606848	40597337				40597337	40599978
ENSG00000182220	ENST00000637793	ENST00000637793.1	HGNC:18305	ATP6AP2	40579372	40606848	40597567				40597567	40599697
ENSG00000182220	ENST00000638046	ENST00000638046.1	HGNC:18305	ATP6AP2	40579372	40606848	40597571				40597571	40600929
ENSG00000182220	ENST00000637019	ENST00000637019.1	HGNC:18305	ATP6AP2	40579372	40606848	40597618				40597618	40599697
ENSG00000182220	ENST00000637165	ENST00000637165.1	HGNC:18305	ATP6AP2	40579372	40606848	40600778				40600778	40605887
ENSG00000182220	ENST00000636223	ENST00000636223.1	HGNC:18305	ATP6AP2	40579372	40606848	40605121				40605121	40605664
ENSG00000287098	ENST00000660692	ENST00000660692.1			40620701	40622109	40622109	GENCODE basic			40620701	40622109
ENSG00000238205	ENST00000423387	ENST00000423387.3	HGNC:44205	MPC1L	40623566	40624136	40623566	GENCODE basic	principal1		40623566	40624136
ENSG00000185753	ENST00000378426	ENST00000378426.5	HGNC:28589	CXorf38	40626921	40647561	40647554	GENCODE basic			40626921	40647554
ENSG00000185753	ENST00000327877	ENST00000327877.10	HGNC:28589	CXorf38	40626921	40647561	40647561	GENCODE basic	principal1	NM_144970.3	40626921	40647561
ENSG00000185753	ENST00000378421	ENST00000378421.1	HGNC:28589	CXorf38	40626921	40647561	40647521	GENCODE basic			40629937	40647521
ENSG00000180182	ENST00000324817	ENST00000324817.6	HGNC:2370	MED14	40648305	40735858	40735542	GENCODE basic	principal1	NM_004229.4	40648305	40735542
ENSG00000180182	ENST00000416199	ENST00000416199.5	HGNC:2370	MED14	40648305	40735858	40659334				40649543	40659334
ENSG00000180182	ENST00000433003	ENST00000433003.1	HGNC:2370	MED14	40648305	40735858	40664451				40653872	40664451
ENSG00000180182	ENST00000472736	ENST00000472736.1	HGNC:2370	MED14	40648305	40735858	40659819				40659227	40659819
ENSG00000180182	ENST00000496531	ENST00000496531.2	HGNC:2370	MED14	40648305	40735858	40682913				40675221	40682913
ENSG00000180182	ENST00000482034	ENST00000482034.5	HGNC:2370	MED14	40648305	40735858	40735858				40713832	40735858
ENSG00000180182	ENST00000492219	ENST00000492219.1	HGNC:2370	MED14	40648305	40735858	40715051				40713878	40715051
ENSG00000180182	ENST00000495865	ENST00000495865.1	HGNC:2370	MED14	40648305	40735858	40735298				40726455	40735298
ENSG00000180182	ENST00000463072	ENST00000463072.1	HGNC:2370	MED14	40648305	40735858	40729540				40726528	40729540
ENSG00000234636	ENST00000456333	ENST00000456333.2	HGNC:40162	MED14OS	40735400	40738701	40735400	GENCODE basic			40735400	40738701
ENSG00000270791	ENST00000603022	ENST00000603022.1	HGNC:32172	DPRXP6	40758483	40759050	40758483	GENCODE basic			40758483	40759050
ENSG00000214031	ENST00000416158	ENST00000416158.1	HGNC:54935	CLDN7P1	40760104	40761270	40761270	GENCODE basic			40760104	40761270
ENSG00000237661	ENST00000424288	ENST00000424288.1	HGNC:54936	TNIP2P1	40831844	40832562	40832562	GENCODE basic			40831844	40832562
ENSG00000238222	ENST00000444706	ENST00000444706.2	HGNC:7115	MKRN4P	40834485	40836005	40834485	GENCODE basic			40834485	40836005
ENSG00000232801	ENST00000419629	ENST00000419629.1	HGNC:44687	SDCBPP3	40890647	40891537	40891537	GENCODE basic			40890647	40891537
ENSG00000189145	ENST00000342691	ENST00000342691.5	HGNC:36613	RPL32P36	40907987	40908391	40907987	GENCODE basic			40907987	40908391
ENSG00000216866	ENST00000397318	ENST00000397318.4	HGNC:36140	RPS2P55	40934982	40935864	40935864	GENCODE basic			40934982	40935864
ENSG00000287549	ENST00000661498	ENST00000661498.1			41008427	41029306	41029306	GENCODE basic			41008427	41029306
ENSG00000237931	ENST00000422221	ENST00000422221.1	HGNC:49799	CLIC4P3	41076999	41077750	41076999	GENCODE basic			41076999	41077750
ENSG00000124486	ENST00000378308	ENST00000378308.7	HGNC:12632	USP9X	41085445	41236579	41085445	GENCODE basic	principal4	NM_001039591.3	41085445	41236579
ENSG00000124486	ENST00000324545	ENST00000324545.8	HGNC:12632	USP9X	41085445	41236579	41085635	GENCODE basic	alternative1		41085635	41236579
ENSG00000124486	ENST00000467173	ENST00000467173.1	HGNC:12632	USP9X	41085445	41236579	41167145				41167145	41168242
ENSG00000124486	ENST00000465386	ENST00000465386.1	HGNC:12632	USP9X	41085445	41236579	41183994				41183994	41184740
ENSG00000124486	ENST00000463829	ENST00000463829.1	HGNC:12632	USP9X	41085445	41236579	41188066				41188066	41189922
ENSG00000124486	ENST00000462850	ENST00000462850.1	HGNC:12632	USP9X	41085445	41236579	41195905				41195905	41198571
ENSG00000124486	ENST00000487625	ENST00000487625.1	HGNC:12632	USP9X	41085445	41236579	41205059				41205059	41210654
ENSG00000124486	ENST00000485180	ENST00000485180.1	HGNC:12632	USP9X	41085445	41236579	41228983				41228983	41229896
ENSG00000223714	ENST00000452501	ENST00000452501.1	HGNC:53966	LINC02601	41275739	41276778	41275739	GENCODE basic			41275739	41276778
ENSG00000199564	ENST00000362694	ENST00000362694.1	HGNC:43402	RNA5SP502	41292798	41292916	41292798	GENCODE basic			41292798	41292916
ENSG00000238426	ENST00000459189	ENST00000459189.1			41316488	41316589	41316488	GENCODE basic			41316488	41316589
ENSG00000226641	ENST00000395664	ENST00000395664.2	HGNC:54937	SHISA5P1	41322601	41323111	41323111	GENCODE basic			41322601	41323111
ENSG00000215301	ENST00000610559	ENST00000610559.5	HGNC:2745	DDX3X	41333348	41364472	41333348				41333348	41341494
ENSG00000215301	ENST00000644876	ENST00000644876.2	HGNC:2745	DDX3X	41333348	41364472	41334162	GENCODE basic	principal4	NM_001356.5	41334162	41350274
ENSG00000215301	ENST00000629496	ENST00000629496.3	HGNC:2745	DDX3X	41333348	41364472	41333348	GENCODE basic	principal4		41333348	41350287
ENSG00000215301	ENST00000625837	ENST00000625837.2	HGNC:2745	DDX3X	41333348	41364472	41333348	GENCODE basic			41333348	41364472
ENSG00000215301	ENST00000626301	ENST00000626301.2	HGNC:2745	DDX3X	41333348	41364472	41333348	GENCODE basic			41333348	41364472
ENSG00000215301	ENST00000629785	ENST00000629785.2	HGNC:2745	DDX3X	41333348	41364472	41333348				41333348	41364472
ENSG00000215301	ENST00000630255	ENST00000630255.2	HGNC:2745	DDX3X	41333348	41364472	41333348				41333348	41364472
ENSG00000215301	ENST00000630370	ENST00000630370.2	HGNC:2745	DDX3X	41333348	41364472	41333348				41333348	41364472
ENSG00000215301	ENST00000630858	ENST00000630858.2	HGNC:2745	DDX3X	41333348	41364472	41333348				41333348	41364472
ENSG00000215301	ENST00000611546	ENST00000611546.2	HGNC:2745	DDX3X	41333348	41364472	41333349				41333349	41341596
ENSG00000215301	ENST00000478993	ENST00000478993.5	HGNC:2745	DDX3X	41333348	41364472	41333398				41333398	41364472
ENSG00000215301	ENST00000457138	ENST00000457138.7	HGNC:2745	DDX3X	41333348	41364472	41333913	GENCODE basic			41333913	41350224
ENSG00000215301	ENST00000643821	ENST00000643821.1	HGNC:2745	DDX3X	41333348	41364472	41334012	GENCODE basic			41334012	41338780
ENSG00000215301	ENST00000480592	ENST00000480592.6	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41339604
ENSG00000215301	ENST00000647219	ENST00000647219.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41341869
ENSG00000215301	ENST00000615742	ENST00000615742.4	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41342506
ENSG00000215301	ENST00000631641	ENST00000631641.2	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41344531
ENSG00000215301	ENST00000646822	ENST00000646822.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41349739
ENSG00000215301	ENST00000441189	ENST00000441189.4	HGNC:2745	DDX3X	41333348	41364472	41334162	GENCODE basic			41334162	41349860
ENSG00000215301	ENST00000645589	ENST00000645589.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41349867
ENSG00000215301	ENST00000644513	ENST00000644513.1	HGNC:2745	DDX3X	41333348	41364472	41334162	GENCODE basic	alternative1		41334162	41349884
ENSG00000215301	ENST00000642597	ENST00000642597.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41349886
ENSG00000215301	ENST00000642722	ENST00000642722.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41349886
ENSG00000215301	ENST00000644109	ENST00000644109.1	HGNC:2745	DDX3X	41333348	41364472	41334162	GENCODE basic			41334162	41349886
ENSG00000215301	ENST00000644958	ENST00000644958.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41349886
ENSG00000215301	ENST00000646122	ENST00000646122.1	HGNC:2745	DDX3X	41333348	41364472	41334162	GENCODE basic			41334162	41349886
ENSG00000215301	ENST00000645080	ENST00000645080.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41349891
ENSG00000215301	ENST00000645561	ENST00000645561.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41349897
ENSG00000215301	ENST00000644307	ENST00000644307.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41350168
ENSG00000215301	ENST00000646940	ENST00000646940.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41350205
ENSG00000215301	ENST00000642793	ENST00000642793.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41350243
ENSG00000215301	ENST00000646196	ENST00000646196.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41350254
ENSG00000215301	ENST00000645338	ENST00000645338.1	HGNC:2745	DDX3X	41333348	41364472	41334162				41334162	41350258
ENSG00000215301	ENST00000644074	ENST00000644074.1	HGNC:2745	DDX3X	41333348	41364472	41334162	GENCODE basic	alternative1		41334162	41350265
ENSG00000215301	ENST00000399959	ENST00000399959.7	HGNC:2745	DDX3X	41333348	41364472	41334162	GENCODE basic	alternative1		41334162	41350274
ENSG00000215301	ENST00000643963	ENST00000643963.1	HGNC:2745	DDX3X	41333348	41364472	41334164				41334164	41350247
ENSG00000215301	ENST00000646223	ENST00000646223.1	HGNC:2745	DDX3X	41333348	41364472	41334164				41334164	41351668
ENSG00000215301	ENST00000646319	ENST00000646319.1	HGNC:2745	DDX3X	41333348	41364472	41334175	GENCODE basic	alternative1		41334175	41350209
ENSG00000215301	ENST00000645783	ENST00000645783.1	HGNC:2745	DDX3X	41333348	41364472	41334245				41334245	41341543
ENSG00000215301	ENST00000642624	ENST00000642624.1	HGNC:2745	DDX3X	41333348	41364472	41334257				41334257	41343409
ENSG00000215301	ENST00000542215	ENST00000542215.5	HGNC:2745	DDX3X	41333348	41364472	41334591				41334591	41346551
ENSG00000215301	ENST00000644073	ENST00000644073.1	HGNC:2745	DDX3X	41333348	41364472	41334606	GENCODE basic			41334606	41349886
ENSG00000215301	ENST00000622373	ENST00000622373.1	HGNC:2745	DDX3X	41333348	41364472	41334610				41334610	41336738
ENSG00000215301	ENST00000615313	ENST00000615313.5	HGNC:2745	DDX3X	41333348	41364472	41334610				41334610	41342542
ENSG00000215301	ENST00000644677	ENST00000644677.1	HGNC:2745	DDX3X	41333348	41364472	41334610	GENCODE basic			41334610	41349850
ENSG00000215301	ENST00000642322	ENST00000642322.1	HGNC:2745	DDX3X	41333348	41364472	41334613	GENCODE basic			41334613	41349891
ENSG00000215301	ENST00000622198	ENST00000622198.5	HGNC:2745	DDX3X	41333348	41364472	41334614				41334614	41342744
ENSG00000215301	ENST00000645120	ENST00000645120.1	HGNC:2745	DDX3X	41333348	41364472	41334621				41334621	41349886
ENSG00000215301	ENST00000646107	ENST00000646107.1	HGNC:2745	DDX3X	41333348	41364472	41334634	GENCODE basic			41334634	41349694
ENSG00000215301	ENST00000646627	ENST00000646627.1	HGNC:2745	DDX3X	41333348	41364472	41335123	GENCODE basic			41335123	41348158
ENSG00000215301	ENST00000645253	ENST00000645253.1	HGNC:2745	DDX3X	41333348	41364472	41339910				41339910	41342836
ENSG00000215301	ENST00000642589	ENST00000642589.1	HGNC:2745	DDX3X	41333348	41364472	41339943				41339943	41349884
ENSG00000215301	ENST00000645380	ENST00000645380.1	HGNC:2745	DDX3X	41333348	41364472	41339948				41339948	41349886
ENSG00000215301	ENST00000646390	ENST00000646390.1	HGNC:2745	DDX3X	41333348	41364472	41340006				41340006	41348583
ENSG00000215301	ENST00000642424	ENST00000642424.1	HGNC:2745	DDX3X	41333348	41364472	41340009	GENCODE basic			41340009	41350195
ENSG00000215301	ENST00000642161	ENST00000642161.1	HGNC:2745	DDX3X	41333348	41364472	41340012				41340012	41350255
ENSG00000215301	ENST00000645574	ENST00000645574.1	HGNC:2745	DDX3X	41333348	41364472	41340022				41340022	41349851
ENSG00000215301	ENST00000646679	ENST00000646679.1	HGNC:2745	DDX3X	41333348	41364472	41341070	GENCODE basic			41341070	41350163
ENSG00000215301	ENST00000642763	ENST00000642763.1	HGNC:2745	DDX3X	41333348	41364472	41341320				41341320	41347782
ENSG00000215301	ENST00000644260	ENST00000644260.1	HGNC:2745	DDX3X	41333348	41364472	41341505				41341505	41343441
ENSG00000215301	ENST00000647286	ENST00000647286.1	HGNC:2745	DDX3X	41333348	41364472	41342320				41342320	41349889
ENSG00000215301	ENST00000642687	ENST00000642687.1	HGNC:2745	DDX3X	41333348	41364472	41342640				41342640	41350205
ENSG00000215301	ENST00000647373	ENST00000647373.1	HGNC:2745	DDX3X	41333348	41364472	41342737				41342737	41344109
ENSG00000215301	ENST00000642801	ENST00000642801.1	HGNC:2745	DDX3X	41333348	41364472	41343024				41343024	41350200
ENSG00000215301	ENST00000643820	ENST00000643820.1	HGNC:2745	DDX3X	41333348	41364472	41343989				41343989	41347694
ENSG00000215301	ENST00000646093	ENST00000646093.1	HGNC:2745	DDX3X	41333348	41364472	41344191				41344191	41346259
ENSG00000215301	ENST00000616050	ENST00000616050.3	HGNC:2745	DDX3X	41333348	41364472	41345486				41345486	41364463
ENSG00000215301	ENST00000647477	ENST00000647477.1	HGNC:2745	DDX3X	41333348	41364472	41345495				41345495	41349881
ENSG00000215301	ENST00000611968	ENST00000611968.2	HGNC:2745	DDX3X	41333348	41364472	41346320				41346320	41348138
ENSG00000264573	ENST00000582825	ENST00000582825.2	HGNC:46031	RN7SL15P	41345576	41345876	41345876	GENCODE basic			41345576	41345876
ENSG00000188937	ENST00000378220	ENST00000378220.2	HGNC:8082	NYX	41447343	41475710	41447343	GENCODE basic	principal1	NM_001378477.1	41447343	41475652
