Gene stable ID	Karyotype band	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC ID	HGNC symbol
ENSG00000214748	q26.3	X	137324972	137325049		
ENSG00000237584	q26.3	X	137441258	137441836	HGNC:31113	RAC1P4
ENSG00000224765	q26.3	X	137556191	137564387		
ENSG00000156925	q26.3	X	137566127	137577691	HGNC:12874	ZIC3
ENSG00000283692	q26.3	X	137573752	137981780		
ENSG00000239579	q26.3	X	137595265	137595547	HGNC:46341	RN7SL325P
ENSG00000229562	q26.3	X	137660519	137662242	HGNC:33359	ZFYVE9P1
ENSG00000222114	q26.3	X	137687891	137687994	HGNC:47948	RNU6-985P
ENSG00000252163	q26.3	X	138397351	138397628	HGNC:45755	RN7SKP31
ENSG00000183981	q26.3	X	138482745	138483695	HGNC:35154	MAGEA13P
ENSG00000214930	q26.3	X	138487665	138488871	HGNC:33360	KRT8P6
ENSG00000285989	q26.3	X	138558996	138559298	HGNC:53962	H2AQ1P
ENSG00000129682	q27.1	X	138614727	139222777	HGNC:3670	FGF13
ENSG00000232183	q26.3	X	138627077	138627343		
ENSG00000207800	q26.3	X	138667711	138667793	HGNC:32139	MIR504
ENSG00000226031	q26.3	X	138711452	138716617	HGNC:44264	FGF13-AS1
ENSG00000235975	q26.3	X	138806374	138807091		
ENSG00000173954	q27.1	X	139362040	139362382	HGNC:29543	SNURFL
ENSG00000232549	q27.1	X	139446891	139447676	HGNC:11286	SRD5A1P1
ENSG00000101981	q27.1	X	139530739	139563459	HGNC:3551	F9
ENSG00000101977	q27.1	X	139581770	139708227	HGNC:6940	MCF2
ENSG00000238485	q27.1	X	139702287	139702390		
ENSG00000101974	q27.1	X	139726346	139945276	HGNC:13554	ATP11C
ENSG00000221375	q27.1	X	139885481	139885603	HGNC:46922	RNU6ATAC23P
ENSG00000252719	q27.1	X	139909904	139910034		
ENSG00000207633	q27.1	X	139924148	139924231	HGNC:32140	MIR505
ENSG00000203933	q27.1	X	139955728	139965521	HGNC:33743	CXorf66
ENSG00000233145	q27.1	X	140017268	140018037		
ENSG00000214653	q27.1	X	140032344	140033480	HGNC:39772	HNRNPA3P3
ENSG00000241248	q27.1	X	140085855	140086150	HGNC:46743	RN7SL727P
ENSG00000230707	q27.1	X	140091743	140092561		
ENSG00000231110	q27.1	X	140216035	140216804		
ENSG00000224942	q27.1	X	140397062	140398311		
ENSG00000275268	q27.1	X	140451148	140451208		
ENSG00000225758	q27.1	X	140470866	140471274	HGNC:35647	RPS17P17
ENSG00000134595	q27.1	X	140502985	140505069	HGNC:11199	SOX3
ENSG00000230668	q27.1	X	140681106	140689819		
ENSG00000203930	q27.1	X	140709562	140793215	HGNC:27865	LINC00632
ENSG00000288642	q27.1	X	140783578	140784366	HGNC:1798	CDR1
ENSG00000221081	q27.1	X	140926172	140926219	HGNC:35388	MIR320D2
ENSG00000229269	q27.1	X	140931738	140997448		
ENSG00000227234	q27.1	X	141002594	141003706	HGNC:14329	SPANXB1
ENSG00000182195	q27.1	X	141111605	141177129	HGNC:6548	LDOC1
ENSG00000207041	q27.1	X	141118030	141118136	HGNC:34275	RNU6-3P
ENSG00000214925	q27.1	X	141138478	141139174		
ENSG00000277215	q27.1	X	141177284	141649927	HGNC:31683	SPANXA2-OT1
ENSG00000198573	q27.2	X	141241463	141242517	HGNC:14331	SPANXC
ENSG00000213423	q27.2	X	141261119	141264213	HGNC:39924	RBMX2P2
ENSG00000227779	q27.2	X	141380823	141381107		
ENSG00000198021	q27.2	X	141583674	141585011	HGNC:11218	SPANXA1
ENSG00000203926	q27.2	X	141589708	141590762	HGNC:14328	SPANXA2
ENSG00000223438	q27.2	X	141625864	141626733		
ENSG00000196406	q27.2	X	141697411	141698739	HGNC:14332	SPANXD
ENSG00000165509	q27.2	X	141838316	141897832	HGNC:23798	MAGEC3
ENSG00000155495	q27.2	X	141903894	141909374	HGNC:6812	MAGEC1
ENSG00000288098	q27.2	X	141934496	142740581		
ENSG00000236205	q27.2	X	142147862	142148866		
ENSG00000225469	q27.2	X	142172866	142173989		
ENSG00000250625	q27.2	X	142194352	142195490		
ENSG00000046774	q27.2	X	142202342	142205290	HGNC:13574	MAGEC2
ENSG00000275508	q27.2	X	142372276	142373990		
ENSG00000201000	q27.2	X	142411053	142411171	HGNC:43416	RNA5SP516
ENSG00000189326	q27.3	X	143025918	143034702	HGNC:33177	SPANXN4
ENSG00000202473	q27.3	X	143090347	143090677	HGNC:45805	RN7SKP81
ENSG00000199878	q27.3	X	143197248	143197591	HGNC:45873	RN7SKP149
ENSG00000227303	q27.3	X	143284977	143516803		
ENSG00000226064	q27.3	X	143343976	143344585	HGNC:44071	PGBD4P6
ENSG00000235539	q27.3	X	143433042	143433958	HGNC:42082	MTND1P33
ENSG00000230130	q27.3	X	143434517	143435280	HGNC:52070	MTND2P39
ENSG00000189252	q27.3	X	143508735	143517475	HGNC:33176	SPANXN3
ENSG00000179542	q27.3	X	143622790	143636101	HGNC:23502	SLITRK4
ENSG00000213924	q27.3	X	143677153	143678362	HGNC:48810	HNRNPH1P2
ENSG00000268988	q27.3	X	143711955	143721423	HGNC:33175	SPANXN2
ENSG00000225970	q27.3	X	143757737	143828133		
ENSG00000235729	q27.3	X	143806391	143806733		
ENSG00000276380	q27.3	X	143884071	143885255	HGNC:31710	UBE2NL
ENSG00000224630	q27.3	X	144308834	144309080		
ENSG00000235598	q27.3	X	144309132	144309693	HGNC:10456	RRM2P4
ENSG00000215054	q27.3	X	144840777	144841660	HGNC:48821	HNRNPCP10
ENSG00000201912	q27.3	X	145057108	145057437	HGNC:45913	RN7SKP189
ENSG00000233548	q27.3	X	145176582	145176894	HGNC:24418	CYCSP44
ENSG00000234712	q27.3	X	145232929	145233619		
ENSG00000203923	q27.3	X	145247503	145256208	HGNC:33174	SPANXN1
ENSG00000231093	q27.3	X	145630218	145632375		
ENSG00000286085	q27.3	X	145699056	145820632		
ENSG00000270709	q27.3	X	145768095	145768342		
ENSG00000279585	q27.3	X	145797375	145798439		
ENSG00000185985	q27.3	X	145817829	145829856	HGNC:13449	SLITRK2
ENSG00000252219	q27.3	X	145992750	145992826	HGNC:50194	MIR892C
ENSG00000216075	q27.3	X	145994275	145994351	HGNC:33644	MIR890
ENSG00000216005	q27.3	X	145994784	145994860	HGNC:33648	MIR888
ENSG00000215943	q27.3	X	145996669	145996743	HGNC:33639	MIR892A
ENSG00000216098	q27.3	X	145997198	145997274	HGNC:33649	MIR892B
ENSG00000216064	q27.3	X	146001053	146001131	HGNC:33645	MIR891B
ENSG00000216056	q27.3	X	146027794	146027872	HGNC:33635	MIR891A
ENSG00000201594	q27.3	X	146427456	146427572	HGNC:43417	RNA5SP517
ENSG00000234748	q27.3	X	146537535	146538048		
ENSG00000226388	q27.3	X	146553728	146555765	HGNC:39346	ELL2P4
ENSG00000231686	q27.3	X	146619597	146620584	HGNC:54738	ANKRD11P2
ENSG00000235699	q27.3	X	146809771	146810411	HGNC:42787	CXorf51B
ENSG00000224440	q27.3	X	146814106	146814726	HGNC:30533	CXorf51A
ENSG00000225660	q27.3	X	146955075	146955209		
ENSG00000271660	q27.3	X	146964176	146964485		
ENSG00000284377	q27.3	X	147181064	147271894		
ENSG00000216171	q27.3	X	147189704	147189787	HGNC:33934	MIR513C
ENSG00000207871	q27.3	X	147199044	147199127	HGNC:33935	MIR513B
ENSG00000207873	q27.3	X	147213463	147213591	HGNC:32141	MIR513A1
ENSG00000207984	q27.3	X	147225826	147225952	HGNC:32142	MIR513A2
ENSG00000207731	q27.3	X	147230720	147230843	HGNC:32143	MIR506
ENSG00000207969	q27.3	X	147230984	147231077	HGNC:32144	MIR507
ENSG00000207589	q27.3	X	147236913	147237027	HGNC:32145	MIR508
ENSG00000252583	q27.3	X	147250151	147250230	HGNC:38292	MIR514B
ENSG00000212013	q27.3	X	147258760	147258850	HGNC:33641	MIR509-2
ENSG00000212014	q27.3	X	147259652	147259726	HGNC:33675	MIR509-3
ENSG00000208000	q27.3	X	147260532	147260625	HGNC:32146	MIR509-1
ENSG00000207641	q27.3	X	147272335	147272408	HGNC:32147	MIR510
ENSG00000207868	q27.3	X	147279247	147279344	HGNC:32148	MIR514A1
ENSG00000287017	q27.3	X	147279481	147286481		
ENSG00000207866	q27.3	X	147281943	147282030	HGNC:32149	MIR514A2
ENSG00000207867	q27.3	X	147284641	147284728	HGNC:32150	MIR514A3
ENSG00000274579	q27.3	X	147476324	147476446		
ENSG00000228855	q27.3	X	147591612	147591909		
ENSG00000227505	q27.3	X	147801005	147801302		
ENSG00000271175	q27.3	X	147812733	147812974		
ENSG00000202051	q27.3	X	147827279	147827384	HGNC:47345	RNU6-382P
ENSG00000287796	q27.3	X	147879361	147885249		
ENSG00000227083	q27.3	X	147900178	147901459		
ENSG00000268066	q27.3	X	147909431	147911817	HGNC:39081	FMR1-AS1
ENSG00000274086	q27.3	X	147911822	147911948		
ENSG00000102081	q27.3	X	147911919	147951125	HGNC:3775	FMR1
ENSG00000236337	q27.3	X	147946941	147947583	HGNC:41333	FMR1-IT1
ENSG00000176988	q27.3	X	147981337	148026665	HGNC:26372	FMR1NB
ENSG00000201285	q28	X	148008100	148008215	HGNC:53793	RNA5SP524
ENSG00000219507	q28	X	148052233	148052746	HGNC:3995	FTH1P8
ENSG00000233467	q28	X	148198014	148198878		
ENSG00000176970	q28	X	148464708	148465428	HGNC:39493	RPL7L1P11
ENSG00000237741	q28	X	148498113	148500615		
ENSG00000155966	q28	X	148500617	149000663	HGNC:3776	AFF2
ENSG00000223516	q28	X	148546878	148547397	HGNC:41334	AFF2-IT1
ENSG00000222313	q28	X	148822164	148822448	HGNC:45991	RN7SKP267
ENSG00000242186	q28	X	149056712	149057469		
ENSG00000287585	q28	X	149414886	149415495		
ENSG00000010404	q28	X	149476988	149521096	HGNC:5389	IDS
ENSG00000241489	q28	X	149477104	149540926		
ENSG00000238039	q28	X	149511509	149526264		
ENSG00000176289	q28	X	149525001	149526043	HGNC:5390	IDSP1
ENSG00000241769	q28	X	149527591	149540959	HGNC:44265	LINC00893
ENSG00000197620	q28	X	149540355	149550510	HGNC:28089	EOLA1
ENSG00000283697	q28	X	149548210	149549932	HGNC:52395	HSFX3
ENSG00000267978	q28	X	149581653	149587453	HGNC:31909	MAGEA9B
ENSG00000268738	q28	X	149592512	149595314	HGNC:32701	HSFX2
ENSG00000269556	q28	X	149596556	149631912	HGNC:17125	TMEM185A
ENSG00000229322	q28	X	149649174	149650124		
ENSG00000185247	q28	X	149688228	149717268	HGNC:6798	MAGEA11
ENSG00000228833	q28	X	149757797	149757895		
ENSG00000223377	q28	X	149758021	149758295		
ENSG00000231694	q28	X	149760779	149760874		
ENSG00000235254	q28	X	149768897	149771368	HGNC:31717	TMEM185AP1
ENSG00000171116	q28	X	149774068	149776867	HGNC:29603	HSFX1
ENSG00000123584	q28	X	149781930	149787737	HGNC:6807	MAGEA9
ENSG00000224732	q28	X	149808214	149809155	HGNC:6805	MAGEA7P
ENSG00000229829	q28	X	149817170	149817644	HGNC:39517	DUTP4
ENSG00000280752	q28	X	149825708	149879799	HGNC:45092	LINC00850
ENSG00000230899	q28	X	149878836	149881070	HGNC:45093	MAGEA8-AS1
ENSG00000156009	q28	X	149881141	149885835	HGNC:6806	MAGEA8
ENSG00000197021	q28	X	149929527	149938700	HGNC:17402	EOLA2
ENSG00000283463	q28	X	149929573	149931287	HGNC:52398	HSFX4
ENSG00000235703	q28	X	149938613	150224580	HGNC:48579	LINC00894
ENSG00000183171	q28	X	150114378	150116520		
ENSG00000252454	q28	X	150228004	150228083	HGNC:37308	MIR2114
ENSG00000234825	q28	X	150231075	150232896	HGNC:45184	XRCC6P2
ENSG00000013619	q28	X	150361422	150514178	HGNC:2568	MAMLD1
ENSG00000171100	q28	X	150568621	150673143	HGNC:7448	MTM1
ENSG00000063601	q28	X	150692971	150765108	HGNC:7449	MTMR1
ENSG00000102181	q28	X	150766336	150898816	HGNC:18237	CD99L2
ENSG00000228728	q28	X	150818753	150819246	HGNC:53715	PPIAP91
ENSG00000230153	q28	X	150915813	150920938		
ENSG00000222796	q28	X	150955494	150955587	HGNC:47346	RNU6-383P
ENSG00000029993	q28	X	150980509	150990771	HGNC:5004	HMGB3
ENSG00000230508	q28	X	150993501	150994091	HGNC:35868	RPL19P21
ENSG00000270916	q28	X	151023607	151023722	HGNC:51942	RPL12P50
ENSG00000212595	q28	X	151026295	151026406	HGNC:53794	RNA5SP525
ENSG00000265789	q28	X	151168222	151168326	HGNC:38273	MIR4330
ENSG00000234696	q28	X	151175192	151177836	HGNC:40259	GPR50-AS1
ENSG00000102195	q28	X	151176584	151181465	HGNC:4506	GPR50
ENSG00000269993	q28	X	151182386	151182855		
ENSG00000228717	q28	X	151226229	151227715		
ENSG00000278724	q28	X	151275509	151275789		
ENSG00000287918	q28	X	151303384	151397142		
ENSG00000160131	q28	X	151396515	151409364	HGNC:22082	VMA21
ENSG00000270052	q28	X	151497726	151498354		
ENSG00000214915	q28	X	151515551	151516245		
ENSG00000166049	q28	X	151563675	151676739	HGNC:20686	PASD1
ENSG00000130032	q28	X	151694607	151705924	HGNC:30798	PRRG3
ENSG00000147378	q28	X	151716035	151723194	HGNC:24683	FATE1
ENSG00000183862	q28	X	151738451	151745304	HGNC:2149	CNGA2
ENSG00000229967	q28	X	151904431	151913968	HGNC:53860	MAGEA4-AS1
ENSG00000147381	q28	X	151912509	151925170	HGNC:6802	MAGEA4
ENSG00000102287	q28	X	151953124	151974680	HGNC:4085	GABRE
ENSG00000284363	q28	X	151958578	151958658	HGNC:31604	MIR224
ENSG00000283751	q28	X	151959628	151959712	HGNC:32054	MIR452
ENSG00000228965	q28	X	152045314	152046193	HGNC:36331	RPSAP60
ENSG00000242520	q28	X	152114599	152115540	HGNC:6803	MAGEA5
ENSG00000266560	q28	X	152114994	152138556		
ENSG00000124260	q28	X	152133310	152138578	HGNC:6797	MAGEA10
ENSG00000231937	q28	X	152138883	152186857		
ENSG00000011677	q28	X	152166234	152451315	HGNC:4077	GABRA3
ENSG00000252205	q28	X	152250572	152250676	HGNC:47727	RNU6-764P
ENSG00000207957	q28	X	152392219	152392299	HGNC:31492	MIR105-1
ENSG00000211583	q28	X	152393421	152393529	HGNC:33136	MIR767
ENSG00000207818	q28	X	152394412	152394492	HGNC:31493	MIR105-2
ENSG00000223940	q28	X	152479577	152481024	HGNC:33362	KRT8P8
ENSG00000287394	q28	X	152574677	152698700		
ENSG00000268089	q28	X	152637895	152657542	HGNC:14454	GABRQ
ENSG00000269475	q28	X	152682810	152683842		
ENSG00000221867	q28	X	152698767	152702347	HGNC:6801	MAGEA3
ENSG00000268902	q28	X	152708261	152714549	HGNC:16847	CSAG2
ENSG00000183305	q28	X	152714586	152718607	HGNC:19340	MAGEA2B
ENSG00000198930	q28	X	152727484	152733735	HGNC:24294	CSAG1
ENSG00000213401	q28	X	152733757	152737669	HGNC:6799	MAGEA12
ENSG00000242599	q28	X	152733827	152740985	HGNC:20923	CSAG4
ENSG00000231447	q28	X	152746817	152747762		
ENSG00000268606	q28	X	152749863	152753884	HGNC:6800	MAGEA2
ENSG00000268916	q28	X	152753921	152760222	HGNC:26237	CSAG3
ENSG00000197172	q28	X	152766136	152769747	HGNC:6804	MAGEA6
ENSG00000286051	q28	X	152769764	152792268		
ENSG00000147400	q28	X	152826994	152830757	HGNC:1867	CETN2
ENSG00000147383	q28	X	152830967	152869729	HGNC:13398	NSDHL
ENSG00000147394	q28	X	152914442	152973480	HGNC:12976	ZNF185
ENSG00000286939	q28	X	152925356	152927043		
ENSG00000198883	q28	X	152988824	152994116	HGNC:18743	PNMA5
ENSG00000234200	q28	X	153028785	153030148		
ENSG00000229979	q28	X	153052150	153052413		
ENSG00000183837	q28	X	153056409	153060467	HGNC:18742	PNMA3
ENSG00000235961	q28	X	153072454	153075019	HGNC:28248	PNMA6A
ENSG00000268883	q28	X	153075769	153076968	HGNC:26681	PNMA6B
ENSG00000224931	q28	X	153122145	153128323		
ENSG00000198681	q28	X	153179284	153183880	HGNC:6796	MAGEA1
ENSG00000235219	q28	X	153203044	153205534		
ENSG00000273877	q28	X	153225649	153230357		
ENSG00000231600	q28	X	153249115	153249691		
ENSG00000278803	q28	X	153271618	153277803		
ENSG00000225110	q28	X	153317680	153321767	HGNC:53119	PNMA6F
ENSG00000063587	q28	X	153334147	153360110	HGNC:13069	ZNF275
ENSG00000232249	q28	X	153355733	153355956		
ENSG00000214897	q28	X	153395639	153401392	HGNC:50767	PNMA6E
ENSG00000265170	q28	X	153403844	153404141	HGNC:46683	RN7SL667P
ENSG00000189420	q28	X	153418322	153426481	HGNC:12865	ZFP92
ENSG00000183479	q28	X	153444720	153470587	HGNC:12270	TREX2
ENSG00000213397	q28	X	153447666	153495516	HGNC:32979	HAUS7
ENSG00000224963	q28	X	153479266	153487088		
ENSG00000182492	q28	X	153494980	153509546	HGNC:1044	BGN
ENSG00000067842	q28	X	153517676	153582939	HGNC:816	ATP2B3
ENSG00000262919	q28	X	153587925	153600045	HGNC:28434	CCNQ
ENSG00000260081	q28	X	153599315	153613937		
ENSG00000217889	q28	X	153604497	153605348	HGNC:33418	KRT18P48
ENSG00000130829	q28	X	153642492	153651326	HGNC:3076	DUSP9
ENSG00000237793	q28	X	153662162	153662692	HGNC:36288	RPL18AP16
ENSG00000244335	q28	X	153666226	153666510	HGNC:46703	RN7SL687P
ENSG00000130822	q28	X	153669733	153689010	HGNC:13415	PNCK
ENSG00000130821	q28	X	153687926	153696588	HGNC:11055	SLC6A8
ENSG00000185825	q28	X	153700492	153724565	HGNC:16695	BCAP31
ENSG00000101986	q28	X	153724856	153744755	HGNC:61	ABCD1
ENSG00000232725	q28	X	153735626	153766478		
ENSG00000198753	q28	X	153764196	153779346	HGNC:9105	PLXNB3
ENSG00000184343	q28	X	153776412	153785732	HGNC:11402	SRPK3
ENSG00000067829	q28	X	153785766	153794523	HGNC:5386	IDH3G
ENSG00000180879	q28	X	153793516	153798499	HGNC:11326	SSR4
ENSG00000067840	q28	X	153802166	153830565	HGNC:21167	PDZD4
ENSG00000184844	q28	X	153841251	153841565	HGNC:24419	CYCSP45
ENSG00000198910	q28	X	153861514	153886173	HGNC:6470	L1CAM
ENSG00000284987	q28	X	153872221	153909223		
ENSG00000273769	q28	X	153880672	153888990		
ENSG00000126895	q28	X	153902531	153907166	HGNC:897	AVPR2
ENSG00000089820	q28	X	153907367	153934999	HGNC:674	ARHGAP4
ENSG00000102030	q28	X	153929225	153935080	HGNC:18704	NAA10
ENSG00000102032	q28	X	153935269	153944687	HGNC:9959	RENBP
ENSG00000172534	q28	X	153947557	153971818	HGNC:4839	HCFC1
ENSG00000235802	q28	X	153969325	153970087	HGNC:40273	HCFC1-AS1
ENSG00000177854	q28	X	153972754	153983194	HGNC:13705	TMEM187
ENSG00000265176	q28	X	153981097	153981177	HGNC:38224	MIR3202-1
ENSG00000283694	q28	X	153981098	153981176	HGNC:38228	MIR3202-2
ENSG00000184216	q28	X	154010506	154019902	HGNC:6112	IRAK1
ENSG00000284286	q28	X	154019920	154019989	HGNC:37317	MIR718
ENSG00000169057	q28	X	154021573	154137103	HGNC:6990	MECP2
ENSG00000102076	q28	X	154144243	154159032	HGNC:9936	OPN1LW
ENSG00000277008	q28	X	154159357	154176349	HGNC:33357	TEX28P2
ENSG00000268221	q28	X	154182596	154196861	HGNC:4206	OPN1MW
ENSG00000274962	q28	X	154196471	154213487	HGNC:33356	TEX28P1
ENSG00000166160	q28	X	154219756	154233286	HGNC:26952	OPN1MW2
ENSG00000277009	q28	X	154233615	154251288		
ENSG00000269433	q28	X	154257538	154271805	HGNC:51831	OPN1MW3
ENSG00000278057	q28	X	154271265	154295853	HGNC:2563	TEX28
ENSG00000007350	q28	X	154295795	154330350	HGNC:11835	TKTL1
ENSG00000231830	q28	X	154333960	154335037		
ENSG00000196924	q28	X	154348524	154374638	HGNC:3754	FLNA
ENSG00000285018	q28	X	154374595	154376934		
ENSG00000102119	q28	X	154379273	154381523	HGNC:3331	EMD
ENSG00000147403	q28	X	154389955	154409168	HGNC:10298	RPL10
ENSG00000280195	q28	X	154396878	154398816		
ENSG00000207165	q28	X	154400281	154400415	HGNC:10231	SNORA70
ENSG00000013563	q28	X	154401236	154412112	HGNC:2957	DNASE1L1
ENSG00000102125	q28	X	154411524	154421726	HGNC:11577	TAZ
ENSG00000197180	q28	X	154424380	154428479		
ENSG00000071553	q28	X	154428645	154436516	HGNC:868	ATP6AP1
ENSG00000203879	q28	X	154436913	154443467	HGNC:4226	GDI1
ENSG00000071859	q28	X	154444141	154450654	HGNC:18786	FAM50A
ENSG00000276350	q28	X	154450320	154450386	HGNC:50250	MIR6858
ENSG00000130827	q28	X	154458281	154477779	HGNC:9101	PLXNA3
ENSG00000196976	q28	X	154477769	154479257	HGNC:26058	LAGE3
ENSG00000102178	q28	X	154483717	154486615	HGNC:12505	UBL4A
ENSG00000126903	q28	X	154487306	154490690	HGNC:22979	SLC10A3
ENSG00000264484	q28	X	154495815	154496113	HGNC:46713	RN7SL697P
ENSG00000071889	q28	X	154506159	154516242	HGNC:13749	FAM3A
ENSG00000261773	q28	X	154517840	154518631		
ENSG00000160211	q28	X	154531391	154547572	HGNC:4057	G6PD
ENSG00000269335	q28	X	154541199	154565046	HGNC:5961	IKBKG
ENSG00000279245	q28	X	154571248	154571960	HGNC:30612	FAM223A
ENSG00000273041	q28	X	154580926	154581998	HGNC:34025	ATF4P2
ENSG00000268651	q28	X	154585133	154586821	HGNC:24198	CTAG1A
ENSG00000232155	q28	X	154605858	154605950		
ENSG00000184033	q28	X	154617609	154619282	HGNC:2491	CTAG1B
ENSG00000273773	q28	X	154620096	154620171		
ENSG00000213338	q28	X	154622428	154623500	HGNC:789	ATF4P1
ENSG00000272681	q28	X	154632470	154633182	HGNC:34048	FAM223B
ENSG00000275882	q28	X	154639978	154648275	HGNC:24455	IKBKGP1
ENSG00000126890	q28	X	154651972	154653579	HGNC:2492	CTAG2
ENSG00000226141	q28	X	154654546	154655325		
ENSG00000237619	q28	X	154658741	154659643	HGNC:14839	OR3B1P
ENSG00000160219	q28	X	154675249	154751583	HGNC:17515	GAB3
ENSG00000130826	q28	X	154762742	154777689	HGNC:2890	DKC1
ENSG00000206948	q28	X	154768528	154768659	HGNC:32628	SNORA36A
ENSG00000284450	q28	X	154768596	154768656	HGNC:43501	MIR664B
ENSG00000206693	q28	X	154774998	154775126	HGNC:32650	SNORA56
ENSG00000130830	q28	X	154778684	154821007	HGNC:7219	MPP1
ENSG00000229237	q28	X	154817099	154817401	HGNC:39421	HMGN1P37
ENSG00000203870	q28	X	154823348	154834662	HGNC:41915	SMIM9
ENSG00000185010	q28	X	154835788	155026940	HGNC:3546	F8
ENSG00000274183	q28	X	154884972	154885558	HGNC:22516	H2AB1
ENSG00000277203	q28	X	154886349	154888061	HGNC:3547	F8A1
ENSG00000221533	q28	X	154887360	154887458	HGNC:35265	MIR1184-1
ENSG00000224069	q28	X	154897561	154898092		
ENSG00000237859	q28	X	154908885	154919103	HGNC:37908	EEF1A1P31
ENSG00000233688	q28	X	154919578	154920182		
ENSG00000165775	q28	X	155025980	155060304	HGNC:24925	FUNDC2
ENSG00000288258	q28	X	155061622	155065519		
ENSG00000182712	q28	X	155061622	155071136	HGNC:35428	CMC4
ENSG00000214827	q28	X	155064034	155147937	HGNC:7423	MTCP1
ENSG00000185515	q28	X	155071420	155123074	HGNC:24185	BRCC3
ENSG00000235991	q28	X	155137111	155156503		
ENSG00000155959	q28	X	155197007	155239841	HGNC:12662	VBP1
ENSG00000224978	q28	X	155212921	155213638		
ENSG00000155961	q28	X	155258235	155264491	HGNC:16499	RAB39B
ENSG00000155962	q28	X	155276211	155334657	HGNC:2063	CLIC2
ENSG00000225008	q28	X	155290360	155291353		
ENSG00000228986	q28	X	155292169	155293432		
ENSG00000230491	q28	X	155310247	155310490		
ENSG00000224216	q28	X	155334858	155351957		
ENSG00000230578	q28	X	155348752	155349799		
ENSG00000277858	q28	X	155380709	155381299	HGNC:18298	H2AB2
ENSG00000274791	q28	X	155382115	155383230	HGNC:31849	F8A2
ENSG00000221190	q28	X	155383100	155383198	HGNC:38211	MIR1184-2
ENSG00000277150	q28	X	155456914	155458620	HGNC:31850	F8A3
ENSG00000221603	q28	X	155457517	155457615	HGNC:38389	MIR1184-3
ENSG00000277745	q28	X	155459415	155460005	HGNC:14455	H2AB3
ENSG00000224533	q28	X	155466540	155611616	HGNC:44261	TMLHE-AS1
ENSG00000225393	q28	X	155468286	155487046		
ENSG00000185973	q28	X	155489011	155719098	HGNC:18308	TMLHE
ENSG00000168939	q28	X	155612572	155782459	HGNC:11271	SPRY3
ENSG00000237801	q28	X	155828585	155829576	HGNC:460	AMD1P2
ENSG00000237040	q28	X	155875636	155875885	HGNC:38719	DPH3P2
ENSG00000124333	q28	X	155881345	155943769	HGNC:11486	VAMP7
ENSG00000228410	q28	X	155978992	155979325	HGNC:38160	ELOCP24
ENSG00000223484	q28	X	155985370	155986249	HGNC:23270	TRPC6P
ENSG00000124334	q28	X	155997581	156010817	HGNC:6030	IL9R
ENSG00000270726	q28	X	156004218	156022236		
ENSG00000185203	q28	X	156014623	156016837	HGNC:38513	WASIR1
ENSG00000182484	q28	X	156020826	156025710	HGNC:31685	WASH6P
ENSG00000227159	q28	X	156025664	156027877	HGNC:37115	DDX11L16
